Address,Coordinates,City,# Bedrooms,# Bathrooms,Price per bedroom,Price per apartment,Cats ok,Dogs ok,# cafes nearby,# minutes to closest cafe,# restaurants nearby,# minutes to closest restaurant,# shops nearby,# minutes to nearest bus stop,# minutes to nearest T-station,# parks nearby,# minutes to closest drugstore,# minutes to closest urgent care
54 Harvard Ave,42.3505° N 71.1309° W,Allston,2,1,"$1,550","$3,100",0,1,12,1,8,2,8,2,3,2,2,12
1328 Commonwealth Ave,42.3494° N 71.1382° W,Allston,2,1,"$2,150","$4,300",0,0,5,3,7,4,8,1,3,1,7,6
314 Tremont St,42.3511° N 71.0665° W,Boston,2,1,"$2,250","$4,500",0,0,6,2,8,4,9,2,8,4,7,13
234 Harvard St,42.3430° N 71.1244° W,Brookline,4,1,"$1,850","$7,400",1,0,5,3,8,4,9,2,3,2,3,13
1426 Cambridge St,42.3735° N 71.1107° W,Cambridge,3,1,"$2,050","$6,150",1,0,7,4,6,2,8,4,7,3,7,12
50 Beech St,42.3911° N 71.1231° W,Porter Square,4,1,"$2,050","$8,200",0,1,3,6,4,6,2,3,13,2,14,15
526 Harrison Ave,42.3390° N 71.0698° W,Boston,2,1,"$2,175","$4,350",0,1,5,3,7,3,5,3,9,3,11,17
252 Beacon St,42.3536° N 71.0790° W,Boston,3,1,"$2,325","$6,975",1,1,6,2,11,3,6,4,3,3,7,15
86 Linden St,42.3525° N 71.1304° W,Allston,4,1,"$1,625","$6,500",0,0,4,7,3,2,3,2,5,2,9,17
652 Tremont St,42.3441° N 71.0719° W,Boston,3,2,"$2,425","$7,275",0,0,7,4,11,1,6,3,7,1,5,6
280 Tremont St,42.3523° N 71.0663° W,Boston,2,1,"$2,125","$4,250",0,1,6,2,7,1,5,1,6,2,4,6
124 Harvard St,42.3387° N 71.1223° W,Brookline,3,1,"$2,375","$7,125",0,0,7,3,12,3,6,4,5,1,6,13
164 Columbus Ave,42.3449° N 71.0798° W,Boston,2,1,"$2,500","$5,000",0,0,4,3,8,6,4,3,11,3,8,9
496 College Ave,42.4083° N 71.1184° W,Somerville,3,2,"$1,675","$5,025",0,1,2,3,4,3,4,4,5,2,6,12
679 Broadway,42.3723° N 71.1047° W,Cambridge,2,1,"$2,275","$4,550",0,0,4,4,12,2,10,1,6,2,7,12
2 Beech St,42.3893° N 71.1212° W,Porter Square,3,1,"$1,925","$5,775",0,0,3,9,2,4,3,3,10,3,7,11
1475 Beacon St,42.3411° N 71.1272° W,Brookline,2,1,"$1,925","$3,850",1,1,6,3,11,1,8,1,4,3,3,15
3 Walden St,42.3866° N 71.1239° W,Porter Square,2,1,"$2,025","$4,050",0,0,3,8,4,9,4,3,9,1,13,15
1120 Boylston St,42.3487° N 71.0842° W,Boston,2,1,"$2,375","$4,750",1,0,6,2,14,3,7,1,4,3,2,12
837 Somerville Ave,42.3950° N 71.1199° W,Somerville,4,1,"$1,525","$6,100",1,0,9,3,6,3,9,2,8,4,6,15
174 Walden St,42.3943° N 71.1309° W,Porter Square,3,1,"$2,350","$7,050",1,1,3,8,4,7,2,4,13,4,14,21
362 Pearl St,42.3680° N 71.1054° W,Cambridge,3,2,"$2,575","$7,725",1,0,2,7,6,2,6,2,11,2,8,8
124 Babcock St,42.3518° N 71.1228° W,Brookline,3,1,"$2,275","$6,825",1,0,3,3,6,4,3,6,11,3,5,13
130 Brattle St,42.3786° N 71.1294° W,Cambridge,3,2,"$2,350","$7,050",1,1,2,3,6,5,3,4,8,3,11,17
10 Cedar St,42.3843° N 71.1057° W,Somerville,2,1,"$1,775","$3,550",0,1,3,7,1,9,3,4,13,3,7,17
208 College Ave,42.4018° N 71.1197° W,Somerville,2,1,"$1,550","$3,100",0,0,2,2,3,5,7,4,6,3,11,8
52 Washington St,42.3325° N 71.1207° W,Brookline,3,1,"$1,875","$5,625",0,0,5,2,6,6,5,3,8,2,12,16
238 Brattle St,42.3831° N 71.1383° W,Cambridge,2,1,"$2,375","$4,750",0,0,6,6,7,3,5,6,6,2,12,18
450 Broadway,42.3694° N 71.0994° W,Cambridge,2,1,"$2,525","$5,050",0,1,7,4,6,4,5,3,5,3,5,8
634 Massachusetts Ave,42.3415° N 71.0875° W,Boston,3,2,"$2,600","$7,800",0,1,9,3,11,4,10,4,3,1,7,9
302 Beacon St,42.3830° N 71.1147° W,Somerville,3,2,"$1,700","$5,100",0,0,3,2,6,6,6,3,6,3,5,15
1324 Beacon St,42.3422° N 71.1216° W,Brookline,3,1,"$2,425","$7,275",0,1,9,4,6,3,5,3,3,3,5,15
200 Tremont St,42.3532° N 71.0649° W,Boston,4,1,"$2,600","$10,400",0,0,6,2,12,4,10,3,8,3,4,10
1 Brattle St,42.3733° N 71.1176° W,Cambridge,2,1,"$2,050","$4,100",0,0,6,6,7,5,6,5,4,2,7,16
412 Cambridge St,42.3727° N 71.0951° W,Cambridge,3,2,"$2,300","$6,900",1,0,6,2,12,3,9,3,3,4,8,8
10 Pearl St,42.3612° N 71.1033° W,Cambridge,2,1,"$2,450","$4,900",0,0,4,6,6,6,6,6,5,3,11,15
270 Washington St,42.3380° N 71.1302° W,Brookline,3,1,"$2,050","$6,150",0,1,6,7,4,5,3,4,11,3,10,11
143 Brattle St,42.3792° N 71.1302° W,Cambridge,2,1,"$2,175","$4,350",1,1,2,3,5,6,7,2,10,2,5,12
44 Beacon St,42.3553° N 71.0708° W,Boston,4,1,"$2,525","$10,100",0,0,9,3,9,2,5,2,7,1,4,10
408 Somerville Ave,42.3847° N 71.1039° W,Somerville,4,1,"$2,025","$8,100",1,0,6,1,12,3,10,3,3,3,7,12
242 Brattle St,42.3827° N 71.1387° W,Cambridge,4,2,"$2,275","$9,100",1,0,6,5,6,5,7,4,4,3,8,8
2 Newbury St,42.3523° N 71.0704° W,Boston,3,1,"$2,275","$6,825",0,1,7,2,13,2,9,3,4,2,5,8
6 Chester St,42.3504° N 71.1268° W,Allston,2,1,"$2,025","$4,050",0,0,2,6,3,6,3,5,9,1,8,14
316 Newbury St,42.3493° N 71.0839° W,Boston,3,1,"$2,425","$7,275",1,1,12,1,12,3,8,2,4,2,6,8
70 Beacon St,42.3545° N 71.0721° W,Boston,2,1,"$2,475","$4,950",1,0,9,2,12,2,8,4,5,4,5,10
470 Tremont St,42.3484° N 71.0686° W,Boston,2,1,"$2,500","$5,000",0,1,6,2,6,4,5,4,6,4,5,6
344 Harvard St,42.3462° N 71.1276° W,Brookline,2,1,"$2,175","$4,350",1,0,8,4,6,3,7,4,4,2,3,13
112 Cambridge St,42.3722° N 71.0910° W,Cambridge,3,1,"$2,050","$6,150",0,1,4,3,11,1,9,3,6,4,7,6
1188 Commonwealth Ave,42.3502° N 71.1318° W,Allston,4,2,"$1,450","$5,800",0,0,6,1,12,1,5,4,8,2,3,8
1342 Beacon St,42.3424° N 71.1225° W,Brookline,2,1,"$1,975","$3,950",1,1,7,3,9,3,8,4,1,3,8,14
64 Quint Ave,42.3520° N 71.1370° W,Allston,4,1,"$1,875","$7,500",1,0,2,9,2,3,3,7,14,4,8,13
518 Harrison Ave,42.3390° N 71.0691° W,Boston,3,2,"$2,275","$6,825",0,1,2,6,7,5,5,4,12,2,11,11
120 Holland St,42.4002° N 71.1269° W,Somerville,3,2,"$2,200","$6,600",1,1,6,6,5,2,5,4,2,2,8,9
170 Garden St,42.3827° N 71.1230° W,Cambridge,3,1,"$2,100","$6,300",1,1,2,2,7,3,6,5,12,1,9,15
170 Walden St,42.3945° N 71.1308° W,Porter Square,2,1,"$1,875","$3,750",1,0,1,5,2,8,4,3,15,1,10,22
1109 Beacon St,42.3437° N 71.1141° W,Brookline,2,1,"$2,025","$4,050",1,0,6,1,9,1,9,1,5,1,5,9
2099 Massachusetts Ave,42.3936° N 71.1256° W,Porter Square,3,1,"$1,975","$5,925",1,1,9,3,13,3,8,3,2,2,6,12
50 Ashford St,42.3543° N 71.1227° W,Allston,2,1,"$1,725","$3,450",0,1,3,7,8,3,5,4,11,1,5,10
57 Porter Rd,42.3919° N 71.1220° W,Porter Square,3,2,"$1,975","$5,925",0,1,5,7,3,2,4,3,11,1,7,18
186 Newbury St,42.3508° N 71.0782° W,Boston,2,1,"$2,300","$4,600",1,0,7,3,16,1,12,3,7,4,3,7
204 Aspinwall Ave,42.3368° N 71.1218° W,Brookline,3,1,"$2,200","$6,600",1,0,1,4,3,7,3,7,11,1,11,14
586 Harrison Ave,42.3375° N 71.0702° W,Boston,4,1,"$2,275","$9,100",0,0,3,6,5,2,6,3,7,3,6,18
220 Holland St,42.4028° N 71.1304° W,Somerville,4,2,"$1,975","$7,900",0,1,3,2,5,6,3,4,2,1,7,12
14 Beech St,42.3897° N 71.1214° W,Porter Square,2,1,"$2,200","$4,400",0,0,2,5,4,8,3,7,15,4,10,19
134 Ashford St,42.3572° N 71.1263° W,Allston,3,1,"$1,850","$5,550",1,0,2,2,6,3,5,6,10,1,10,16
17 Harvard Ave,42.3485° N 71.1306° W,Allston,3,1,"$2,200","$6,600",0,1,11,3,15,2,12,3,4,3,2,8
40 Upland Rd,42.3912° N 71.1244° W,Porter Square,2,1,"$2,025","$4,050",1,1,1,9,5,8,5,5,15,4,7,20
66 Ashford St,42.3551° N 71.1234° W,Allston,4,1,"$1,475","$5,900",1,0,6,6,6,3,3,5,5,3,9,13
83 Huron Ave,42.3834° N 71.1300° W,Cambridge,2,1,"$2,300","$4,600",1,0,4,7,2,6,3,3,14,2,7,11
138 Glenville Ave,42.3539° N 71.1362° W,Allston,3,1,"$1,525","$4,575",0,1,1,7,4,5,5,7,7,3,13,22
30 Brighton Ave,42.3526° N 71.1257° W,Allston,3,2,"$2,025","$6,075",0,0,8,2,15,2,8,1,3,2,6,11
950 Huntington Ave,42.3354° N 71.1038° W,Boston,2,1,"$2,100","$4,200",0,1,5,4,6,2,5,4,4,3,5,13
314 Huron Ave,42.3888° N 71.1412° W,Cambridge,3,1,"$2,375","$7,125",0,1,3,8,4,8,4,8,11,4,12,21
126 Beacon St,42.3774° N 71.1093° W,Somerville,3,1,"$1,850","$5,550",0,1,6,5,7,4,7,4,5,2,11,14
188 Washington St,42.3363° N 71.1262° W,Brookline,2,1,"$2,400","$4,800",0,1,4,2,3,6,3,4,11,1,10,18
74 Highland Ave,42.3878° N 71.1016° W,Somerville,2,1,"$1,550","$3,100",0,0,5,5,7,6,6,2,7,2,8,17
234 Elm St,42.3950° N 71.1228° W,Somerville,3,1,"$2,025","$6,075",0,1,7,1,11,1,12,1,1,3,6,7
60 Upland Rd,42.3914° N 71.1254° W,Porter Square,3,1,"$2,275","$6,825",0,0,3,8,3,7,2,7,9,1,12,21
8 Babcock St,42.3485° N 71.1166° W,Brookline,3,2,"$2,175","$6,525",0,1,5,3,8,3,5,4,12,3,6,9
276 Broadway,42.3900° N 71.0938° W,Somerville,2,1,"$1,975","$3,950",1,1,2,2,4,3,7,3,5,3,5,16
728 Broadway,42.3959° N 71.1140° W,Somerville,4,1,"$1,525","$6,100",0,0,3,5,6,4,7,2,11,3,5,10
1 Roseland St,42.3886° N 71.1193° W,Porter Square,3,1,"$2,300","$6,900",1,0,2,10,3,9,5,5,9,1,12,13
332 Huron Ave,42.3893° N 71.1420° W,Cambridge,2,1,"$2,325","$4,650",0,1,1,5,2,3,2,5,14,4,13,15
897 Huntington Ave,42.3358° N 71.1035° W,Boston,3,1,"$2,525","$7,575",0,0,9,1,7,2,7,1,5,3,5,12
350 Commonwealth Ave,42.3510° N 71.0815° W,Boston,4,1,"$2,225","$8,900",1,1,6,3,9,3,5,4,5,3,7,6
1168 Boylston St,42.3479° N 71.0851° W,Boston,3,1,"$2,575","$7,725",1,1,12,2,13,3,8,1,3,1,6,11
412 River St,42.3699° N 71.1139° W,Cambridge,2,1,"$2,275","$4,550",0,0,2,5,5,2,6,5,8,3,10,13
1398 Commonwealth Ave,42.3490° N 71.1409° W,Allston,3,1,"$2,025","$6,075",1,0,5,3,11,4,9,2,7,2,4,6
90 Quint Ave,42.3527° N 71.1385° W,Allston,2,1,"$1,800","$3,600",0,1,3,8,2,6,4,3,16,4,10,21
60 Porter Rd,42.3918° N 71.1226° W,Porter Square,3,1,"$2,275","$6,825",1,0,4,5,4,4,3,5,8,3,6,17
66 Quint Ave,42.3519° N 71.1372° W,Allston,4,2,"$1,750","$7,000",0,0,1,9,4,9,2,6,12,1,9,13
144 Longwood Ave,42.3413° N 71.1165° W,Brookline,3,1,"$2,225","$6,675",0,0,6,4,4,5,6,4,12,1,8,9
58 Harvard Ave,42.3506° N 71.1308° W,Allston,3,1,"$1,675","$5,025",1,1,12,1,14,1,10,1,4,1,3,5
98 Washington St,42.3344° N 71.1233° W,Brookline,3,1,"$2,050","$6,150",0,0,4,2,5,6,7,3,11,3,8,15
23 Washington St,42.3320° N 71.1195° W,Brookline,3,1,"$2,400","$7,200",1,0,2,5,7,3,3,2,10,2,9,11
74 Brighton Ave,42.3525° N 71.1280° W,Allston,3,1,"$1,550","$4,650",0,0,12,1,10,1,11,3,4,4,5,11
142 Ashford St,42.3571° N 71.1267° W,Allston,3,1,"$1,425","$4,275",0,0,4,7,5,3,7,3,8,1,12,12
206 Highland Ave,42.3912° N 71.1085° W,Somerville,3,1,"$1,675","$5,025",0,0,2,7,5,2,3,6,9,2,11,16
38 Porter Rd,42.3910° N 71.1215° W,Porter Square,3,1,"$2,350","$7,050",0,0,2,7,7,6,5,6,6,3,10,9
52 Babcock St,42.3498° N 71.1185° W,Brookline,2,1,"$1,850","$3,700",1,0,5,4,6,3,4,2,5,3,8,13
69 Longwood Ave,42.3402° N 71.1105° W,Brookline,2,1,"$2,250","$4,500",1,0,3,5,6,2,3,2,12,3,5,11
488 Columbus Ave,42.3401° N 71.0838° W,Boston,2,1,"$2,125","$4,250",0,1,6,5,8,5,3,6,9,3,6,16
646 Harrison Ave,42.3367° N 71.0713° W,Boston,2,1,"$2,100","$4,200",0,0,6,2,5,5,5,5,9,3,7,9
584 Harrison Ave,42.3381° N 71.0703° W,Boston,3,1,"$2,375","$7,125",1,1,4,3,5,2,7,6,8,1,8,9
170 Columbus Ave,42.3447° N 71.0799° W,Boston,4,1,"$2,325","$9,300",1,0,5,3,6,6,7,5,6,3,11,14
126 Brighton Ave,42.3516° N 71.1310° W,Allston,4,1,"$2,250","$9,000",0,1,12,1,15,2,12,1,3,4,6,8
28 Porter Rd,42.3907° N 71.1208° W,Porter Square,3,2,"$1,900","$5,700",1,0,3,7,4,6,4,2,6,2,7,11
42 Brattle St,42.3752° N 71.1219° W,Cambridge,3,1,"$2,350","$7,050",0,1,6,3,7,6,6,4,8,3,6,15
127 Prospect St,42.3693° N 71.1039° W,Cambridge,2,1,"$2,400","$4,800",0,1,7,2,9,3,6,1,8,2,4,14
26 Upland Rd,42.3905° N 71.1234° W,Porter Square,2,1,"$2,200","$4,400",1,1,3,7,1,5,3,8,14,1,8,19
160 Brighton Ave,42.3514° N 71.1319° W,Allston,4,2,"$2,075","$8,300",0,1,7,1,16,1,12,1,3,2,3,6
306 Huron Ave,42.3886° N 71.1411° W,Cambridge,3,2,"$2,325","$6,975",0,1,2,9,5,4,5,7,14,4,14,20
268 Broadway,42.3667° N 71.0939° W,Cambridge,3,1,"$2,425","$7,275",1,0,8,3,6,4,9,2,4,2,3,7
178 Walden St,42.3944° N 71.1315° W,Porter Square,2,1,"$1,850","$3,700",1,1,4,8,3,7,5,5,12,2,11,13
146 Harvard Ave,42.3536° N 71.1311° W,Allston,2,1,"$1,750","$3,500",0,1,10,3,15,3,12,2,4,4,4,6
114 Tremont St,42.3555° N 71.0637° W,Boston,4,1,"$2,100","$8,400",1,0,9,3,11,4,10,4,6,4,8,8
1382 Beacon St,42.3421° N 71.1237° W,Brookline,4,1,"$2,100","$8,400",0,1,9,2,9,3,10,2,2,3,4,7
32 Harvard Ave,42.3492° N 71.1304° W,Allston,2,1,"$1,850","$3,700",0,1,12,1,15,2,8,1,2,2,6,12
84 Babcock St,42.3511° N 71.1208° W,Brookline,3,1,"$2,000","$6,000",1,1,4,5,5,6,4,3,5,2,8,9
56 Porter Rd,42.3920° N 71.1222° W,Porter Square,2,1,"$2,375","$4,750",0,0,2,4,5,3,4,4,10,1,10,16
52 Chester St,42.3522° N 71.1278° W,Allston,3,1,"$1,825","$5,475",1,1,5,6,3,3,4,5,8,1,6,12
12 Beech St,42.3896° N 71.1216° W,Porter Square,3,1,"$2,275","$6,825",0,0,3,7,2,4,2,5,7,4,8,13
14 Roseland St,42.3889° N 71.1207° W,Porter Square,4,2,"$2,250","$9,000",1,0,1,7,1,3,3,8,13,4,14,13
156 Garden St,42.3824° N 71.1230° W,Cambridge,3,2,"$2,450","$7,350",1,0,4,3,3,3,3,4,7,3,11,8
50 Pearl St,42.3624° N 71.1033° W,Cambridge,3,2,"$2,175","$6,525",0,0,2,6,4,2,5,4,9,3,8,9
784 Somerville Ave,42.3938° N 71.1178° W,Somerville,4,2,"$1,775","$7,100",1,1,7,2,10,2,10,1,4,4,4,11
28 Beacon St,42.3751° N 71.1057° W,Somerville,2,1,"$1,650","$3,300",0,1,6,7,7,5,6,3,10,2,5,9
446 Tremont St,42.3488° N 71.0690° W,Boston,3,1,"$2,500","$7,500",1,1,6,3,9,3,7,1,8,2,4,7
34 Washington St,42.3326° N 71.1202° W,Brookline,2,1,"$2,125","$4,250",0,0,2,3,4,6,6,5,6,2,11,17
1018 Beacon St,42.3436° N 71.1116° W,Brookline,3,1,"$2,450","$7,350",0,1,8,4,6,4,7,2,2,1,5,8
210 Harvard Ave,42.3552° N 71.1321° W,Allston,3,2,"$2,125","$6,375",1,1,7,2,14,2,7,1,3,1,4,12
457 Harrison Ave,42.3403° N 71.0687° W,Boston,2,1,"$2,200","$4,400",0,0,2,5,6,6,4,2,8,1,7,17
46 Roseland St,42.3906° N 71.1218° W,Porter Square,4,1,"$2,225","$8,900",1,1,1,10,2,6,5,5,7,2,12,19
2016 Massachusetts Ave,42.3897° N 71.1241° W,Cambridge,4,1,"$2,125","$8,500",0,0,10,2,9,2,8,1,3,1,3,7
122 Glenville Ave,42.3530° N 71.1360° W,Allston,3,1,"$1,525","$4,575",1,0,4,10,3,9,3,5,12,3,11,22
16 Elm St,42.3898° N 71.1144° W,Somerville,3,2,"$2,175","$6,525",0,0,6,1,11,1,9,3,4,2,4,11
58 Saint Paul St,42.3454° N 71.1144° W,Brookline,2,1,"$1,950","$3,900",1,1,3,7,5,2,3,2,5,1,8,16
572 Columbus Ave,42.3388° N 71.0851° W,Boston,4,1,"$2,225","$8,900",0,0,4,4,5,4,7,2,9,1,8,18
44 Garden St,42.3786° N 71.1212° W,Cambridge,4,2,"$2,300","$9,200",1,1,4,4,6,3,5,5,6,2,12,17
55 Linden St,42.3510° N 71.1291° W,Allston,3,2,"$2,050","$6,150",1,0,6,5,4,4,3,6,11,1,6,18
70 Newbury St,42.3516° N 71.0736° W,Boston,3,2,"$2,325","$6,975",0,1,12,3,9,3,10,3,3,1,2,6
70 River St,42.3630° N 71.1149° W,Cambridge,4,1,"$2,550","$10,200",0,1,3,3,4,4,5,4,10,1,11,8
224 Beacon St,42.3532° N 71.0784° W,Boston,2,1,"$2,275","$4,550",0,1,4,3,11,3,7,1,3,1,6,13
46 Highland Ave,42.3874° N 71.1006° W,Somerville,2,1,"$2,200","$4,400",1,0,6,4,8,5,5,3,11,2,6,12
24 Glenville Ave,42.3497° N 71.1328° W,Allston,3,1,"$1,450","$4,350",0,1,3,8,2,7,3,7,14,2,7,17
212 Harvard Ave,42.3552° N 71.1315° W,Allston,2,1,"$1,750","$3,500",1,0,11,2,14,1,10,2,4,4,5,7
402 Broadway,42.3917° N 71.0999° W,Somerville,2,1,"$1,875","$3,750",0,1,5,4,6,2,7,2,10,2,10,15
120 Aspinwall Ave,42.3358° N 71.1168° W,Brookline,3,1,"$2,000","$6,000",0,0,1,7,2,4,4,6,13,1,11,13
64 Cedar St,42.3863° N 71.1068° W,Somerville,3,2,"$1,925","$5,775",1,1,1,7,1,4,2,8,11,3,13,22
732 Massachusetts Ave,42.3407° N 71.0901° W,Boston,2,1,"$2,550","$5,100",0,0,7,2,8,3,6,1,7,4,7,9
88 Upland Rd,42.3932° N 71.1266° W,Porter Square,2,1,"$2,175","$4,350",0,0,1,5,2,7,5,6,11,2,12,12
122 Brighton Ave,42.3514° N 71.1303° W,Allston,3,1,"$1,750","$5,250",0,0,10,1,11,1,11,2,1,3,6,12
82 Harvard Ave,42.3509° N 71.1308° W,Allston,3,1,"$1,975","$5,925",0,0,10,1,10,2,7,2,1,4,4,6
683 Boylston St,42.3501° N 71.0772° W,Boston,2,1,"$2,200","$4,400",0,0,12,3,15,3,12,1,2,3,3,9
256 Highland Ave,42.3924° N 71.1111° W,Somerville,2,1,"$2,175","$4,350",0,1,4,7,3,5,6,3,5,2,11,17
564 Broadway,42.3937° N 71.1081° W,Somerville,3,1,"$2,250","$6,750",0,0,4,3,7,4,6,3,9,2,6,9
98 Longwood Ave,42.3406° N 71.1126° W,Brookline,2,1,"$2,075","$4,150",1,1,4,6,3,2,4,5,8,3,6,8
158 Glenville Ave,42.3544° N 71.1369° W,Allston,3,1,"$1,425","$4,275",1,1,4,4,5,3,4,8,16,3,11,21
136 Longwood Ave,42.3412° N 71.1154° W,Brookline,3,2,"$1,850","$5,550",1,1,4,6,3,5,5,3,8,3,9,18
992 Broadway,42.3997° N 71.1281° W,Somerville,2,1,"$1,500","$3,000",0,1,5,2,8,5,6,2,12,1,5,18
151 Holland St,42.4012° N 71.1278° W,Somerville,2,1,"$2,025","$4,050",1,0,4,3,7,6,7,6,2,3,10,8
224 Brighton Ave,42.3506° N 71.1356° W,Allston,4,2,"$1,625","$6,500",0,0,8,3,14,2,7,2,4,3,6,11
70 Roseland St,42.3908° N 71.1236° W,Porter Square,2,1,"$2,050","$4,100",0,1,1,7,3,6,3,4,15,4,7,11
74 Linden St,42.3524° N 71.1295° W,Allston,3,1,"$2,075","$6,225",1,1,6,2,4,6,4,3,11,2,8,13
68 Brattle St,42.3760° N 71.1240° W,Cambridge,3,1,"$2,450","$7,350",1,0,2,7,5,4,7,6,8,3,10,12
1368 Massachusetts Ave,42.3778° N 71.1154° W,Cambridge,3,2,"$2,500","$7,500",1,1,9,3,14,3,8,2,2,2,2,5
130 Aspinwall Ave,42.3356° N 71.1174° W,Brookline,2,1,"$2,250","$4,500",1,1,1,7,3,5,3,5,15,2,8,18
4 River St,42.3615° N 71.1150° W,Cambridge,4,1,"$2,200","$8,800",0,1,3,7,4,6,7,4,6,3,11,12
66 Beech St,42.3916° N 71.1239° W,Porter Square,4,2,"$2,275","$9,100",0,0,1,6,5,4,4,5,7,4,10,11
72 Columbus Ave,42.3453° N 71.0787° W,Boston,4,1,"$2,225","$8,900",1,1,5,4,3,4,6,2,12,2,8,8
1160 Commonwealth Ave,42.3497° N 71.1299° W,Allston,4,2,"$1,625","$6,500",1,1,7,1,12,1,10,1,6,3,8,8
266 Highland Ave,42.3928° N 71.1122° W,Somerville,3,1,"$2,250","$6,750",0,0,4,4,8,6,4,5,10,3,11,17
16 College Ave,42.3973° N 71.1213° W,Somerville,4,1,"$2,100","$8,400",1,1,4,3,8,3,4,2,11,1,11,17
122 Somerville Ave,42.3770° N 71.0923° W,Somerville,2,1,"$2,025","$4,050",0,1,4,2,7,3,9,2,8,2,8,13
272 Pearl St,42.3659° N 71.1042° W,Cambridge,2,1,"$2,275","$4,550",0,1,4,5,4,3,7,3,6,1,12,18
1176 Beacon St,42.3427° N 71.1169° W,Brookline,3,2,"$2,275","$6,825",1,1,6,2,7,1,6,2,1,1,3,8
1046 Broadway,42.4003° N 71.1306° W,Somerville,2,1,"$2,100","$4,200",0,1,5,3,7,2,7,2,11,2,5,18
441 Washington St,42.3419° N 71.1381° W,Brookline,2,1,"$2,225","$4,450",0,0,6,3,5,2,6,3,9,3,10,13
238 Brighton Ave,42.3502° N 71.1365° W,Allston,3,2,"$1,800","$5,400",1,0,11,3,12,1,9,3,3,3,3,9
336 Beacon St,42.3845° N 71.1165° W,Somerville,2,1,"$2,175","$4,350",1,1,6,6,5,4,5,6,7,1,5,12
52 Upland Rd,42.3915° N 71.1246° W,Porter Square,2,1,"$2,175","$4,350",0,1,3,5,3,4,3,3,10,4,7,10
166 Aspinwall Ave,42.3363° N 71.1193° W,Brookline,3,2,"$1,900","$5,700",1,1,1,8,5,6,5,4,15,3,7,16
120 Longwood Ave,42.3405° N 71.1144° W,Brookline,3,1,"$2,200","$6,600",0,1,6,2,6,5,5,6,5,1,5,9
110 Harvard St,42.3385° N 71.1217° W,Brookline,3,2,"$2,300","$6,900",1,0,4,3,10,2,10,1,4,3,8,13
10 Longwood Ave,42.3391° N 71.1062° W,Brookline,2,1,"$1,900","$3,800",1,1,5,3,5,5,5,6,9,2,6,13
44 Harvard Ave,42.3502° N 71.1305° W,Allston,2,1,"$1,850","$3,700",0,0,10,3,16,3,9,2,3,4,3,9
500 College Ave,42.4087° N 71.1183° W,Somerville,2,1,"$1,850","$3,700",0,1,5,5,6,2,6,3,11,2,10,15
1030 Broadway,42.3774° N 71.1148° W,Cambridge,3,1,"$2,000","$6,000",1,1,4,4,8,1,10,1,5,2,3,15
2068 Cambridge St,42.3746° N 71.1200° W,Cambridge,3,1,"$2,000","$6,000",1,0,5,3,9,4,8,4,4,3,6,11
46 Quint Ave,42.3511° N 71.1360° W,Allston,4,2,"$1,950","$7,800",1,0,4,7,3,7,3,5,15,1,9,12
130 Newbury St,42.3506° N 71.0760° W,Boston,2,1,"$2,325","$4,650",1,1,8,1,16,2,9,1,5,1,2,9
1176 Massachusetts Ave,42.3369° N 71.1006° W,Boston,3,1,"$2,400","$7,200",0,0,8,4,8,4,5,1,5,3,4,11
4 Beech St,42.3894° N 71.1204° W,Porter Square,3,2,"$2,325","$6,975",0,1,1,5,4,7,2,8,14,2,11,13
172 Pearl St,42.3644° N 71.1042° W,Cambridge,3,1,"$2,275","$6,825",0,0,5,4,4,2,5,3,7,1,8,16
427 Tremont St,42.3492° N 71.0685° W,Boston,3,2,"$2,500","$7,500",1,1,7,2,8,1,6,1,8,2,8,11
58 Walden St,42.3889° N 71.1265° W,Porter Square,3,1,"$2,250","$6,750",0,1,4,9,3,5,5,5,9,4,14,21
552 Boylston St,42.3502° N 71.0747° W,Boston,4,2,"$2,600","$10,400",1,1,6,3,9,2,8,2,6,4,4,8
50 Longwood Ave,42.3396° N 71.1095° W,Brookline,2,1,"$2,050","$4,100",1,0,2,6,4,4,4,6,12,1,10,14
53 Holland St,42.3980° N 71.1244° W,Somerville,2,1,"$1,525","$3,050",0,0,6,4,7,5,7,4,5,1,5,16
540 Broadway,42.3929° N 71.1056° W,Somerville,4,1,"$2,050","$8,200",1,1,2,7,6,5,4,3,5,3,8,15
20 Chester St,42.3502° N 71.1267° W,Allston,2,1,"$1,750","$3,500",1,0,5,7,8,3,3,5,6,1,9,15
242 Huron Ave,42.3875° N 71.1381° W,Cambridge,3,2,"$2,200","$6,600",1,0,1,7,1,8,4,4,8,2,10,19
21 Porter Rd,42.3905° N 71.1203° W,Porter Square,3,2,"$2,500","$7,500",1,0,4,2,8,4,4,3,12,2,11,9
132 Babcock St,42.3524° N 71.1225° W,Brookline,4,1,"$2,425","$9,700",1,1,4,4,6,6,5,6,8,3,5,11
321 Prospect St,42.3759° N 71.1054° W,Cambridge,4,2,"$2,325","$9,300",0,1,6,3,11,4,7,3,3,4,5,6
1570 Beacon St,42.3408° N 71.1306° W,Brookline,4,2,"$2,350","$9,400",0,1,7,3,6,3,9,4,4,4,6,11
394 Marlborough St,42.3503° N 71.0865° W,Boston,2,1,"$2,125","$4,250",0,0,8,1,10,1,7,3,3,3,7,6
